ID,Name,Prefixes,Tenant,Status,Role,Description,Tags,Group,Site
561,valdes-2,131.112.31.128/26,,Active,BRANCH,価値システム2,Global,Titanet,
562,valdes-1,131.112.31.0/25,,Active,BRANCH,価値システム1,Global,Titanet,
565,dst-34,172.20.71.192/26,,Reserved,BRANCH,社会工学専攻 (予備),Private,Titanet,
566,dst-33,172.20.71.128/26,,Reserved,BRANCH,社会工学専攻 (予備),Private,Titanet,
567,dst-32,172.20.71.64/26,,Reserved,BRANCH,社会工学専攻 (予備),Private,Titanet,
568,dst-31,172.20.71.0/26,,Reserved,BRANCH,社会工学専攻 (予備),Private,Titanet,
569,dst-30,172.20.70.192/26,,Active,BRANCH,,Private,Titanet,
570,dst-29,172.20.70.128/26,,Active,BRANCH,,Private,Titanet,
571,dst-28,172.20.70.64/26,,Active,BRANCH,,Private,Titanet,
572,dst-27,172.20.70.0/26,,Active,BRANCH,,Private,Titanet,
573,dst-26,172.20.69.192/26,,Active,BRANCH,,Private,Titanet,
574,dst-25,172.20.69.128/26,,Active,BRANCH,,Private,Titanet,
575,dst-24,172.20.69.64/26,,Active,BRANCH,,Private,Titanet,
576,dst-23,172.20.69.0/26,,Active,BRANCH,,Private,Titanet,
577,dst-22,172.20.68.192/26,,Active,BRANCH,,Private,Titanet,
578,dst-21,172.20.68.128/26,,Active,BRANCH,,Private,Titanet,
579,dst-20,172.20.68.64/26,,Active,BRANCH,,Private,Titanet,
580,dst-19,172.20.68.0/26,,Active,BRANCH,,Private,Titanet,
581,dst-18,172.20.67.192/26,,Active,BRANCH,,Private,Titanet,
582,dst-17,172.20.67.128/26,,Active,BRANCH,,Private,Titanet,
583,dst-16,172.20.67.64/26,,Active,BRANCH,,Private,Titanet,
584,dst-15,172.20.67.0/26,,Active,BRANCH,,Private,Titanet,
585,dst-14,172.20.66.192/26,,Active,BRANCH,,Private,Titanet,
586,dst-13,172.20.66.128/26,,Active,BRANCH,,Private,Titanet,
587,dst-12,172.20.66.64/26,,Active,BRANCH,,Private,Titanet,
588,dst-11,172.20.66.0/26,,Active,BRANCH,,Private,Titanet,
589,dst-10,172.20.65.192/26,,Active,BRANCH,,Private,Titanet,
590,dst-9,172.20.65.128/26,,Active,BRANCH,,Private,Titanet,
591,dst-8,172.20.65.64/26,,Active,BRANCH,,Private,Titanet,
592,dst-7,172.20.65.0/26,,Active,BRANCH,,Private,Titanet,
593,dst-6,172.20.64.192/26,,Active,BRANCH,,Private,Titanet,
594,dst-5,172.20.64.128/26,,Active,BRANCH,,Private,Titanet,
595,dst-4,172.20.64.64/26,,Active,BRANCH,,Private,Titanet,
596,dst-3,172.20.64.0/26,,Active,BRANCH,,Private,Titanet,
597,bio-21,131.112.47.128/26,,Active,BRANCH,,Global,Titanet,
598,hokekan-3,&mdash;,,Active,BRANCH,保健管理センターネットワーク,,Titanet,
599,dis-6,131.112.237.112/28,,Active,BRANCH,知能システム専攻 (田町),Global,Titanet,
601,envpro-2,172.24.15.0/24,,Active,BRANCH,知能システム専攻 (田町),Private,Titanet,
602,adm-1,131.112.245.64/28,,Active,BRANCH,アドミッションセンター,Global,Titanet,
603,total-2,131.112.249.128/27,,Active,BRANCH,グローバルリーダー教育院,Global,Titanet,
604,kanshicamera,&mdash;,,Active,BRANCH,学生支援課 監視カメラ,,Titanet,
605,kuramae,131.112.245.80/28,,Active,BRANCH,蔵前工業会,Global,Titanet,
606,sao-3,131.112.23.128/26,,Active,BRANCH,学務部教務課TSUBAME,Global,Titanet,
607,sao-2,131.112.249.0/27,,Active,BRANCH,教務課すずかけTV講義室,Global,Titanet,
608,ctrl-14,131.112.79.96/27,,Active,BRANCH,,Global,Titanet,
609,ctrl-13,131.112.79.128/27,,Active,BRANCH,,Global,Titanet,
610,elsi-1,131.112.112.0/24,,Active,BRANCH,,Global,Titanet,
611,ctrl-12,131.112.60.160/27,,Active,BRANCH,,Global,Titanet,
614,cic-1,131.112.237.96/28,,Active,BRANCH,,Global,Titanet,
615,ircs-1,131.112.191.0/26,,Active,BRANCH,,Global,Titanet,
616,es-8,172.24.64.64/26,,Active,BRANCH,,Private,Titanet,
617,es-7,172.24.64.0/26,,Active,BRANCH,,Private,Titanet,
618,sisetu.kanri,172.20.26.64/26,,Active,BRANCH,,Private,Titanet,
619,sisetu.server,172.20.26.0/26,,Active,BRANCH,,Private,Titanet,
620,sisetu.air-con-s,172.24.23.0/24,,Active,BRANCH,空調管理 (すずかけ台),Private,Titanet,
622,jim-3,131.112.248.144/28,,Active,BRANCH,,Global,Titanet,
623,igs-3,131.112.237.80/28,,Active,BRANCH,,Global,Titanet,
624,gsic.cc-6,172.20.18.0/24,,Active,BRANCH,監視カメラNW (VLANのみ),L2,Titanet,
626,gsic.cc-5,131.112.4.64/26,,Active,BRANCH,,Global,Titanet,
628,sisetu.denryoku-s,172.24.20.0/24,,Active,BRANCH,電力検針 (すずかけ台),Private,Titanet,
629,sisetu.denryoku-o,172.20.22.0/24,,Active,BRANCH,電力検針 (大岡山),Private,Titanet,
630,sisetu.suido-s,172.24.21.0/24,,Active,BRANCH,水道検針 (すずかけ台),Private,Titanet,
631,sisetu.suido-o,172.20.21.0/24,,Active,BRANCH,水道検針 (大岡山),Private,Titanet,
633,ee-3,131.112.88.0/27,,Active,BRANCH,,Global,Titanet,
634,cent-1,131.112.244.176/28,,Active,BRANCH,,Global,Titanet,
635,eng.annai,172.20.54.0/24,,Active,BRANCH,,Private,Titanet,
637,midl-1,131.112.244.160/28,,Active,BRANCH,中分子IT創薬研究推進体,Global,Titanet,
640,nr-8,172.20.1.64/26,,Active,BRANCH,,Private,Titanet,
641,math-5,131.112.95.192/26,,Active,BRANCH,,Global,Titanet,
642,hpcl-1,131.112.32.128/26,,Active,BRANCH,,Global,Titanet,
644,sao-1,131.112.23.0/26,,Active,BRANCH,,Global,Titanet,
645,mono-3,172.24.6.0/24,,Active,BRANCH,,Private,Titanet,
646,gakuseisien-2,172.24.22.0/27,,Active,BRANCH,,Private,Titanet,
647,gakuseisien-1,172.20.52.0/27,,Active,BRANCH,,Private,Titanet,
648,dst-2,131.112.244.144/28,,Active,BRANCH,,Global,Titanet,
649,tsd-2,131.112.248.64/28,,Active,BRANCH,,Global,Titanet,
650,tsd-1,131.112.244.128/28,,Active,BRANCH,,Global,Titanet,
651,eae-1,131.112.104.0/24,,Active,BRANCH,,Global,Titanet,
652,gsic.cc-4,131.112.4.128/26,,Active,BRANCH,,Global,Titanet,
655,sao.syoumeisyo,&mdash;,,Active,BRANCH,証明書発行機ネットワーク,,Titanet,
656,irs-1,131.112.244.112/28,,Active,BRANCH,,Global,Titanet,
657,igs-2,131.112.248.80/28,,Active,BRANCH,,Global,Titanet,
660,ipo-1,131.112.243.32/27,,Active,BRANCH,,Global,Titanet,
665,math-4,131.112.95.128/26,,Active,BRANCH,,Global,Titanet,
668,res-1,&mdash;,,Active,BRANCH,,Global,Titanet,
670,gsic.cc-3,172.20.16.0/24,,Active,BRANCH,,Private,Titanet,
671,ee-2,131.112.237.128/27,,Active,BRANCH,,Global,Titanet,
673,dis-5,131.112.137.0/27,,Active,BRANCH,,Global,Titanet,
680,ties-1,131.112.248.176/28,,Active,BRANCH,元素戦略研究センター,Global,Titanet,
681,acls-1,131.112.248.160/28,,Active,BRANCH,,Global,Titanet,
682,liberal-1,172.20.59.0/24,,Active,BRANCH,,Private,Titanet,
683,gsic-13,131.112.35.128/25,,Active,BRANCH,,Global,Titanet,
684,gsic.cc-2,172.20.17.0/24,,Active,BRANCH,,Private,Titanet,
688,cradle-2,131.112.43.192/26,,Active,BRANCH,,Global,Titanet,
691,ce-4,131.112.36.64/27,,Active,BRANCH,,Global,Titanet,
692,dis-4,131.112.137.32/27,,Active,BRANCH,,Global,Titanet,
693,iri-1,172.20.5.0/26,,Active,BRANCH,,Private,Titanet,
694,bio-20,131.112.152.128/26,,Active,BRANCH,,Global,Titanet,
695,bio-19,131.112.152.0/26,,Active,BRANCH,,Global,Titanet,
698,dis-3,131.112.172.128/27,,Active,BRANCH,,Global,Titanet,
701,dis-2,131.112.137.64/27,,Active,BRANCH,,Global,Titanet,
702,dis-1,131.112.172.0/27,,Active,BRANCH,,Global,Titanet,
703,bio-18,131.112.154.0/26,,Active,BRANCH,,Global,Titanet,
705,ide-6,&mdash;,,Active,BRANCH,"国際開発工学専攻, FLET'S光接続セグメント",L2,Titanet,
706,bio-17,131.112.144.64/28,,Active,BRANCH,,Global,Titanet,
709,sao.tv-kougi-o,131.112.23.192/26,,Active,BRANCH,,Global,Titanet,
710,ep-3,131.112.188.64/26,,Active,BRANCH,,Global,Titanet,
711,iem-1,131.112.146.192/26,,Active,BRANCH,,Global,Titanet,
712,rcd-2,131.112.85.0/26,,Active,BRANCH,,Global,Titanet,
714,bio-16,131.112.152.192/26,,Active,BRANCH,,Global,Titanet,
715,mono-2,172.20.42.0/24,,Active,BRANCH,,Private,Titanet,
716,mono-1,131.112.241.64/26,,Active,BRANCH,,Global,Titanet,
717,afs-1,131.112.74.0/26,,Active,BRANCH,,Global,Titanet,
718,bio-15,131.112.152.64/26,,Active,BRANCH,,Global,Titanet,
720,suzukake-v6,&mdash;,,Active,BRANCH,,,Titanet,
725,phys-5,131.112.244.48/28,,Active,BRANCH,,Global,Titanet,
726,apc-1,131.112.37.0/24,,Active,BRANCH,,Global,Titanet,
727,chemeng-2,131.112.59.0/24,,Active,BRANCH,,Global,Titanet,
728,mep-2,131.112.66.0/24,,Active,BRANCH,,Global,Titanet,
729,rcd-1,131.112.85.64/26,,Active,BRANCH,オープンファシリティセンター,Global,Titanet,
730,ctrl-11,131.112.60.96/27,,Active,BRANCH,,Global,Titanet,
731,mot-1,131.112.237.0/28,,Active,BRANCH,,Global,Titanet,
733,eng-2,&mdash;,,Active,BRANCH,,Global,Titanet,
734,bande-1,131.112.244.32/28,,Active,BRANCH,,Global,Titanet,
735,rcltp-1,131.112.106.0/26,,Active,BRANCH,,Global,Titanet,
736,ksvo-2,131.112.25.192/27,,Active,BRANCH,,Global,Titanet,
737,ceram-1,131.112.83.0/24,,Active,BRANCH,,Global,Titanet,
738,op-2,131.112.63.192/26,,Active,BRANCH,,Global,Titanet,
739,ksvo-1,131.112.25.0/26,,Active,BRANCH,,Global,Titanet,
740,alcs-1,131.112.245.32/28,,Active,BRANCH,,Global,Titanet,
741,is-5,131.112.51.0/26,,Active,BRANCH,,Global,Titanet,
742,is-4,131.112.40.192/26,,Active,BRANCH,,Global,Titanet,
743,flc-1,131.112.26.0/26,,Active,BRANCH,,Global,Titanet,
744,mei-8,131.112.109.192/26,,Active,BRANCH,,Global,Titanet,
745,mei-7,131.112.109.128/26,,Active,BRANCH,,Global,Titanet,
746,mei-6,131.112.109.64/26,,Active,BRANCH,,Global,Titanet,
747,mei-5,131.112.109.0/26,,Active,BRANCH,,Global,Titanet,
752,mei-4,131.112.42.192/26,,Active,BRANCH,,Global,Titanet,
753,mei-3,131.112.42.128/26,,Active,BRANCH,,Global,Titanet,
754,mei-2,131.112.42.64/26,,Active,BRANCH,,Global,Titanet,
755,mei-1,131.112.42.0/26,,Active,BRANCH,,Global,Titanet,
756,gh4,131.112.114.0/26,,Active,BRANCH,,Global,Titanet,
757,mes-12,131.112.34.192/26,,Active,BRANCH,,Global,Titanet,
758,mes-11,131.112.34.0/26,,Active,BRANCH,,Global,Titanet,
759,mes-10,131.112.99.192/26,,Active,BRANCH,,Global,Titanet,
761,pi-5,172.24.24.0/22,,Active,BRANCH,,Private,Titanet,
764,mep-1,131.112.100.0/24,,Active,BRANCH,,Global,Titanet,
765,dst-1,172.20.38.0/24,,Active,BRANCH,,Private,Titanet,
768,phys-4,131.112.52.192/26,,Active,BRANCH,,Global,Titanet,
769,phys-3,131.112.52.128/26,,Active,BRANCH,,Global,Titanet,
770,phys-2,131.112.52.0/25,,Active,BRANCH,,Global,Titanet,
771,phys-1,172.20.7.0/24,,Active,BRANCH,"物性物理学専攻, 物理事務ネットワーク",Private,Titanet,
772,sms-2,131.112.22.128/25,,Active,BRANCH,,Global,Titanet,
773,sms-1,131.112.22.0/25,,Active,BRANCH,,Global,Titanet,
776,craft-1,131.112.64.0/24,,Active,BRANCH,,Global,Titanet,
777,nanof-1,131.112.245.16/28,,Active,BRANCH,,Global,Titanet,
779,nr-7,172.20.3.64/26,,Active,BRANCH,,Private,Titanet,
782,hum-4,172.20.32.0/25,,Active,BRANCH,人間行動システム専攻,Private,Titanet,
784,rps-3,131.112.245.0/28,,Active,BRANCH,,Global,Titanet,
786,ap-1,131.112.38.0/24,,Active,BRANCH,,Global,Titanet,
788,mech-7,131.112.124.192/26,,Active,BRANCH,,Global,Titanet,
789,mech-6,131.112.124.128/26,,Active,BRANCH,,Global,Titanet,
790,mech-5,131.112.124.64/26,,Active,BRANCH,,Global,Titanet,
791,mech-4,131.112.124.0/26,,Active,BRANCH,,Global,Titanet,
792,hst-1,131.112.225.0/26,,Active,BRANCH,,Global,Titanet,
794,bio-14,131.112.153.192/26,,Active,BRANCH,,Global,Titanet,
795,hokekan-2,131.112.82.0/26,,Active,BRANCH,,Global,Titanet,
797,pe-4,131.112.92.128/26,,Active,BRANCH,,Global,Titanet,
798,envpro-1,131.112.123.0/26,,Active,BRANCH,,Global,Titanet,
799,t2r2-1,172.20.58.0/24,,Active,BRANCH,,Private,Titanet,
800,sns-1,131.112.244.16/28,,Active,BRANCH,TSUBAMEホスティング,Global,Titanet,
801,mes-9,131.112.34.64/26,,Active,BRANCH,,Global,Titanet,
802,mech-3,131.112.120.192/26,,Active,BRANCH,,Global,Titanet,
803,mech-2,131.112.120.128/26,,Active,BRANCH,,Global,Titanet,
804,mech-1,131.112.120.64/26,,Active,BRANCH,,Global,Titanet,
805,ctrl-10,131.112.45.64/26,,Active,BRANCH,,Global,Titanet,
806,nr-6,131.112.91.64/26,,Active,BRANCH,,Global,Titanet,
807,ctrl-9,131.112.79.160/27,,Active,BRANCH,,Global,Titanet,
808,total-1,131.112.241.192/26,,Active,BRANCH,,Global,Titanet,
809,jim-2,131.112.67.0/26,,Active,BRANCH,,Global,Titanet,
810,jim-1,131.112.241.0/26,,Active,BRANCH,,Global,Titanet,
811,mes-8,131.112.99.128/26,,Active,BRANCH,,Global,Titanet,
812,mes-7,131.112.99.64/26,,Active,BRANCH,,Global,Titanet,
813,mes-6,131.112.99.0/26,,Active,BRANCH,,Global,Titanet,
814,mes-5,131.112.97.192/26,,Active,BRANCH,,Global,Titanet,
815,mes-4,131.112.97.128/26,,Active,BRANCH,,Global,Titanet,
816,mes-3,131.112.97.64/26,,Active,BRANCH,,Global,Titanet,
817,mes-2,131.112.97.0/26,,Active,BRANCH,,Global,Titanet,
821,ryu-4,172.20.14.128/25,,Active,BRANCH,,Private,Titanet,
822,ryu-3,172.20.14.64/26,,Active,BRANCH,,Private,Titanet,
823,ryu-2,172.20.14.0/26,,Active,BRANCH,,Private,Titanet,
824,mes-1,131.112.34.128/26,,Active,BRANCH,,Global,Titanet,
825,rps-2,172.20.57.0/24,,Active,BRANCH,,Private,Titanet,
826,math-3,131.112.95.64/26,,Active,BRANCH,,Global,Titanet,
828,sangaku-1,131.112.240.64/26,,Active,BRANCH,,Global,Titanet,
829,polymer-3,131.112.105.192/26,,Active,BRANCH,,Global,Titanet,
830,polymer-2,131.112.105.0/25,,Active,BRANCH,,Global,Titanet,
831,ide-5,131.112.80.64/26,,Active,BRANCH,,Global,Titanet,
832,kyoiku-in-2,131.112.237.64/28,,Active,BRANCH,,Global,Titanet,
833,chem-2,131.112.19.0/24,,Active,BRANCH,,Global,Titanet,
834,cv-2,131.112.108.0/24,,Active,BRANCH,,Global,Titanet,
836,cv-1,131.112.121.0/24,,Active,BRANCH,,Global,Titanet,
837,is-3,131.112.51.192/26,,Active,BRANCH,,Global,Titanet,
838,ide-4,131.112.80.192/26,,Active,BRANCH,,Global,Titanet,
839,ide-3,172.20.25.64/26,,Active,BRANCH,,Private,Titanet,
840,ide-2,172.20.25.0/26,,Active,BRANCH,,Private,Titanet,
842,chem-1,131.112.18.0/24,,Active,BRANCH,,Global,Titanet,
843,ee-1,172.20.28.0/24,,Active,BRANCH,,Private,Titanet,
844,ctrl-8,131.112.79.192/27,,Active,BRANCH,,Global,Titanet,
845,somu.ttf-kansihi-camera,172.20.255.0/24,,Active,BRANCH,,Private,Titanet,
846,ctrl-7,131.112.79.64/27,,Active,BRANCH,,Global,Titanet,
847,ctrl-6,131.112.79.0/26,,Active,BRANCH,,Global,Titanet,
848,ctrl-5,131.112.60.192/26,,Active,BRANCH,,Global,Titanet,
849,ctrl-4,131.112.60.128/27,,Active,BRANCH,,Global,Titanet,
850,ctrl-3,131.112.60.64/27,,Active,BRANCH,,Global,Titanet,
851,ctrl-2,131.112.60.0/26,,Active,BRANCH,,Global,Titanet,
852,rps-1,172.20.23.0/24,,Active,BRANCH,,Private,Titanet,
855,bio-13,131.112.151.64/26,,Active,BRANCH,,Global,Titanet,
858,chemeng-1,172.20.24.0/24,,Active,BRANCH,,Private,Titanet,
859,polymer-1,131.112.105.128/26,,Active,BRANCH,,Global,Titanet,
860,nr-5,131.112.115.128/26,,Active,BRANCH,,,Titanet,
861,math-2,131.112.240.192/27,,Active,BRANCH,,Global,Titanet,
862,enveng-2,131.112.144.0/24,,Active,BRANCH,,Global,Titanet,
863,ssr-1,131.112.244.192/28,,Active,BRANCH,,Global,Titanet,
864,op-1,131.112.63.0/25,,Active,BRANCH,,Global,Titanet,
865,bio-12,172.24.32.0/19,,Active,BRANCH,,Private,Titanet,
870,bio-11,131.112.153.128/26,,Active,BRANCH,,Global,Titanet,
871,math-1,131.112.95.0/26,,Active,BRANCH,,Global,Titanet,
872,mue-1,131.112.240.0/26,,Active,BRANCH,,Global,Titanet,
874,libra-3,131.112.119.64/27,,Active,BRANCH,,Global,Titanet,
875,e-1,131.112.43.128/26,,Active,BRANCH,,Global,Titanet,
876,gsic-12,131.112.28.0/23,,Active,BRANCH,,Global,Titanet,
878,nr-4,131.112.91.0/26,,Active,BRANCH,,Global,Titanet,
883,nr-3,131.112.115.192/26,,Active,BRANCH,,Global,Titanet,
884,nr-2,131.112.115.64/26,,Active,BRANCH,,Global,Titanet,
885,nr-1,131.112.115.0/26,,Active,BRANCH,,Global,Titanet,
886,eng-1,172.20.56.0/26,,Active,BRANCH,,Private,Titanet,
887,gsic.cc-1,131.112.160.192/26,,Active,BRANCH,,Global,Titanet,
888,arch-2,131.112.72.0/24,,Active,BRANCH,,Global,Titanet,
889,fcrc,131.112.248.0/29,,Active,BRANCH,,Global,Titanet,
892,hum-3,131.112.39.192/26,,Active,BRANCH,,Global,Titanet,
893,depe-5,131.112.177.0/26,,Active,BRANCH,,Global,Titanet,
894,depe-4,131.112.190.0/26,,Active,BRANCH,,Global,Titanet,
895,depe-3,131.112.190.64/26,,Active,BRANCH,,Global,Titanet,
897,kanshi-camera-s,172.24.31.0/24,,Active,BRANCH,,Private,Titanet,
899,es-6,131.12.168.64/26,,Active,BRANCH,,Global,Titanet,
900,pms-2,131.112.165.64/26,,Active,BRANCH,,Global,Titanet,
901,depe-2,131.112.189.192/26,,Active,BRANCH,,Global,Titanet,
902,depe-1,131.112.189.128/26,,Active,BRANCH,,Global,Titanet,
904,geo-1,131.112.117.0/24,,Active,BRANCH,理学院 地球惑星科学系,Global,Titanet,
906,mtl-1,131.112.81.128/25,,Active,BRANCH,,Global,Titanet,
907,es-5,131.112.168.0/26,,Active,BRANCH,,Global,Titanet,
908,materia-1,131.112.150.0/24,,Active,BRANCH,,Global,Titanet,
909,sisetu.air-con-o,&mdash;,,Active,BRANCH,空調機集中管理 (大岡山),,Titanet,
910,es-4,131.112.169.192/26,,Active,BRANCH,,Global,Titanet,
911,es-3,131.112.169.128/26,,Active,BRANCH,,Global,Titanet,
912,es-2,131.112.169.64/26,,Active,BRANCH,,Global,Titanet,
913,es-1,131.112.169.0/26,,Active,BRANCH,,Global,Titanet,
914,enveng-1,131.112.148.0/24,,Active,BRANCH,,Global,Titanet,
915,hokekan-1,131.112.164.0/26,,Active,BRANCH,,Global,Titanet,
916,ryu-1,131.112.41.0/26,,Active,BRANCH,,Global,Titanet,
918,ric-2,172.26.5.0/25,,Active,BRANCH,,Private,Titanet,
919,ric-1,131.112.186.0/26,,Active,BRANCH,,Global,Titanet,
920,ide-1,172.20.25.128/26,,Active,BRANCH,,Private,Titanet,
921,ce-3,131.112.118.0/24,,Active,BRANCH,,Global,Titanet,
922,kyoiku-in-1,131.112.237.48/28,,Active,BRANCH,,Global,Titanet,
923,sisetu.kinkyu-s,&mdash;,,Active,BRANCH,緊急一斉放送 (すずかけ台),,Titanet,
924,chemenv-1,131.112.159.0/26,,Active,BRANCH,,Global,Titanet,
925,sisetu.kinkyu-o,&mdash;,,Active,BRANCH,緊急一斉放送 (大岡山),,Titanet,
926,echem-1,131.112.157.0/25,,Active,BRANCH,,Global,Titanet,
927,fcrc-1,131.112.130.0/23,,Active,BRANCH,,Global,Titanet,
928,gsic-11,172.20.13.0/24,,Active,BRANCH,,Private,Titanet,
930,pe-3,131.112.96.0/26,,Active,BRANCH,,Global,Titanet,
931,pe-2,131.112.92.0/26,,Active,BRANCH,,Global,Titanet,
932,pe-1,131.112.78.0/24,,Active,BRANCH,,Global,Titanet,
934,pi-4,131.112.174.128/26,,Active,BRANCH,,Global,Titanet,
935,pi-3,131.112.174.64/26,,Active,BRANCH,,Global,Titanet,
936,pi-2,131.112.174.0/26,,Active,BRANCH,,Global,Titanet,
937,pi-1,131.112.174.192/26,,Active,BRANCH,,Global,Titanet,
938,msl-1,131.112.140.0/23,,Active,BRANCH,,Global,Titanet,
939,noc.waf-w2,&mdash;,,Active,BRANCH,WAF,,Titanet,
946,hum-2,131.112.39.0/26,,Active,BRANCH,,Global,Titanet,
947,noc.serv-s,131.112.181.0/26,,Active,BRANCH,,Global,Titanet,
948,ce-2,131.112.36.192/26,,Active,BRANCH,,Global,Titanet,
949,arch-1,131.112.73.0/24,,Active,BRANCH,,Global,Titanet,
950,ce-1,131.112.65.0/24,,Active,BRANCH,,Global,Titanet,
951,is-2,131.112.51.128/26,,Active,BRANCH,,Global,Titanet,
953,gsic-10,172.20.11.128/26,,Active,BRANCH,,Private,Titanet,
954,gsic-9,172.20.11.64/26,,Active,BRANCH,,Private,Titanet,
955,gsic-8,172.20.11.0/26,,Active,BRANCH,,Private,Titanet,
956,gsic-7,131.112.5.128/27,,Active,BRANCH,,Global,Titanet,
957,me-1,131.112.102.0/23,,Active,BRANCH,,Global,Titanet,
958,soc-1,131.112.58.0/24,,Active,BRANCH,,Global,Titanet,
959,hum-1,131.112.107.0/24,,Active,BRANCH,人間行動システム専攻,Global,Titanet,
960,valdes-3,131.112.31.192/26,,Active,BRANCH,価値システム3,Global,Titanet,
961,bio-10,131.112.47.0/26,,Active,BRANCH,,Global,Titanet,
962,gsic-6,131.112.5.192/26,,Active,BRANCH,,Global,Titanet,
963,cradle-1,131.112.76.192/26,,Active,BRANCH,,Global,Titanet,
965,ocw-2,131.112.242.0/26,,Active,BRANCH,,Global,Titanet,
966,sisetu.kinkyu-t,&mdash;,,Active,BRANCH,緊急一斉放送 (田町),,Titanet,
967,igs-1,&mdash;,,Active,BRANCH,総理工監視カメラ,,Titanet,
968,bio-9,131.112.155.0/26,,Active,BRANCH,,Global,Titanet,
969,bio-8,131.112.151.128/26,,Active,BRANCH,,Global,Titanet,
970,bio-7,131.112.151.0/26,,Active,BRANCH,,Global,Titanet,
971,bio-6,131.112.153.64/26,,Active,BRANCH,,Global,Titanet,
972,bio-5,131.112.153.0/26,,Active,BRANCH,,Global,Titanet,
973,bio-4,172.26.3.0/26,,Active,BRANCH,,Private,Titanet,
974,bio-3,131.112.149.0/26,,Active,BRANCH,,Global,Titanet,
975,bio-2,131.112.149.64/26,,Active,BRANCH,,Global,Titanet,
976,bio-1,131.112.149.128/26,,Active,BRANCH,,Global,Titanet,
977,ep-2,172.26.3.128/26,,Active,BRANCH,,Private,Titanet,
