Prefix,Status,Children,VRF,Utilization,Tenant,Site,VLAN,Role,Description,Tags,Prefix (Flat),Depth,Pool,Marked Utilized
"•
        
    

131.112.241.192/26",Active,0,Global,0%,,,total-1 (808),BRANCH,,Global,131.112.241.192/26,1,False,False
"•
        
    

131.112.242.0/26",Active,0,Global,0%,,,ocw-2 (965),BRANCH,,Global,131.112.242.0/26,1,False,False
"•
        
    

131.112.242.64/26",Active,0,Global,0%,,,somu-1 (486),BRANCH,,Global,131.112.242.64/26,1,False,False
"•
        
    

131.112.242.128/26",Active,0,Global,0%,,,wise-sss-1 (481),BRANCH,,Global,131.112.242.128/26,1,False,False
"•
        
    

131.112.243.32/27",Active,0,Global,0%,,,ipo-1 (660),BRANCH,,Global,131.112.243.32/27,1,False,False
"•
        
    

131.112.243.96/27",Active,0,Global,0%,,,ksbs-1 (489),BRANCH,,Global,131.112.243.96/27,1,False,False
"•
        
    

131.112.244.16/28",Active,0,Global,0%,,,sns-1 (800),BRANCH,,Global,131.112.244.16/28,1,False,False
"•
        
    

131.112.244.32/28",Active,0,Global,0%,,,bande-1 (734),BRANCH,,Global,131.112.244.32/28,1,False,False
"•
        
    

131.112.244.48/28",Active,0,Global,0%,,,phys-5 (725),BRANCH,,Global,131.112.244.48/28,1,False,False
"•
        
    

131.112.244.80/28",Active,0,Global,0%,,,koho-1 (495),BRANCH,,Global,131.112.244.80/28,1,False,False
"•
        
    

131.112.244.96/28",Active,0,Global,0%,,,senryaku-1 (480),BRANCH,,Global,131.112.244.96/28,1,False,False
"•
        
    

131.112.244.112/28",Active,0,Global,0%,,,irs-1 (656),BRANCH,,Global,131.112.244.112/28,1,False,False
"•
        
    

131.112.244.128/28",Active,0,Global,0%,,,tsd-1 (650),BRANCH,,Global,131.112.244.128/28,1,False,False
"•
        
    

131.112.244.144/28",Active,0,Global,0%,,,dst-2 (648),BRANCH,,Global,131.112.244.144/28,1,False,False
"•
        
    

131.112.244.160/28",Active,0,Global,0%,,,midl-1 (637),BRANCH,,Global,131.112.244.160/28,1,False,False
"•
        
    

131.112.244.176/28",Active,0,Global,0%,,,cent-1 (634),BRANCH,,Global,131.112.244.176/28,1,False,False
"•
        
    

131.112.244.192/28",Active,0,Global,0%,,,ssr-1 (863),BRANCH,,Global,131.112.244.192/28,1,False,False
"•
        
    

131.112.244.208/28",Active,0,Global,0%,,,gsic.vdi-1 (476),BRANCH,,Global,131.112.244.208/28,1,False,False
"•
        
    

131.112.245.0/28",Active,0,Global,0%,,,rps-3 (784),BRANCH,,Global,131.112.245.0/28,1,False,False
"•
        
    

131.112.245.16/28",Active,0,Global,0%,,,nanof-1 (777),BRANCH,,Global,131.112.245.16/28,1,False,False
"•
        
    

131.112.245.32/28",Active,0,Global,0%,,,alcs-1 (740),BRANCH,,Global,131.112.245.32/28,1,False,False
"•
        
    

131.112.245.64/28",Active,0,Global,0%,,,adm-1 (602),BRANCH,,Global,131.112.245.64/28,1,False,False
"•
        
    

131.112.245.80/28",Active,0,Global,0%,,,kuramae (605),BRANCH,,Global,131.112.245.80/28,1,False,False
"•
        
    

131.112.245.96/28",Active,0,Global,0%,,,cert-1 (554),BRANCH,,Global,131.112.245.96/28,1,False,False
"•
        
    

131.112.245.112/28",Active,0,Global,0%,,,gakuseisien-3 (553),BRANCH,,Global,131.112.245.112/28,1,False,False
"•
        
    

131.112.245.128/28",Active,0,Global,0%,,,irds-1 (541),BRANCH,,Global,131.112.245.128/28,1,False,False
"•
        
    

131.112.245.144/28",Active,0,Global,0%,,,coi-happiness-1 (540),BRANCH,,Global,131.112.245.144/28,1,False,False
"•
        
    

131.112.245.160/28",Active,0,Global,0%,,,t2r2-3 (533),BRANCH,,Global,131.112.245.160/28,1,False,False
"•
        
    

131.112.245.176/28",Active,0,Global,0%,,,rpd-1 (530),BRANCH,,Global,131.112.245.176/28,1,False,False
"•
        
    

131.112.245.192/28",Active,0,Global,0%,,,oil-1 (512),BRANCH,,Global,131.112.245.192/28,1,False,False
"•
        
    

131.112.245.208/28",Active,0,Global,0%,,,sisetu.kikaku (474),BRANCH,,Global,131.112.245.208/28,1,False,False
"•
        
    

131.112.245.240/28",Active,0,Global,0%,,,eval-1 (496),BRANCH,,Global,131.112.245.240/28,1,False,False
"•
        
    

131.112.248.0/29",Active,0,Global,0%,,,fcrc (889),BRANCH,,Global,131.112.248.0/29,1,False,False
"•
        
    

131.112.248.16/28",Active,0,Global,0%,,,somu-2 (485),BRANCH,,Global,131.112.248.16/28,1,False,False
"•
        
    

131.112.248.32/28",Active,0,Global,0%,,,peecs-1 (482),BRANCH,,Global,131.112.248.32/28,1,False,False
"•
        
    

131.112.248.64/28",Active,0,Global,0%,,,tsd-2 (649),BRANCH,,Global,131.112.248.64/28,1,False,False
"•
        
    

131.112.248.80/28",Active,0,Global,0%,,,igs-2 (657),BRANCH,,Global,131.112.248.80/28,1,False,False
"•
        
    

131.112.248.96/28",Active,0,Global,0%,,,infosyenergy-1 (471),BRANCH,,Global,131.112.248.96/28,1,False,False
"•
        
    

131.112.248.112/28",Active,0,Global,0%,,,sisetu.seibi (468),BRANCH,,Global,131.112.248.112/28,1,False,False
"•
        
    

131.112.248.144/28",Active,0,Global,0%,,,jim-3 (622),BRANCH,,Global,131.112.248.144/28,1,False,False
"•
        
    

131.112.248.160/28",Active,0,Global,0%,,,acls-1 (681),BRANCH,,Global,131.112.248.160/28,1,False,False
"•
        
    

131.112.248.176/28",Active,0,Global,0%,,,ties-1 (680),BRANCH,,Global,131.112.248.176/28,1,False,False
"•
        
    

131.112.248.224/28",Active,0,Global,0%,,,coi-happiness-2 (539),BRANCH,,Global,131.112.248.224/28,1,False,False
"•
        
    

131.112.249.0/27",Active,0,Global,0%,,,sao-2 (607),BRANCH,,Global,131.112.249.0/27,1,False,False
"•
        
    

131.112.249.128/27",Active,0,Global,0%,,,total-2 (603),BRANCH,,Global,131.112.249.128/27,1,False,False
"•
        
    

131.112.249.192/28",Active,0,Global,0%,,,sangaku-2 (499),BRANCH,,Global,131.112.249.192/28,1,False,False
"•
        
    

131.112.253.232/29",Active,0,Global,0%,,,peering-wide (102),PEER,Peering segment to WIDE,Global,131.112.253.232/29,1,False,False
"•
        
    

131.112.254.0/30",Active,0,Global,0%,,,noc-bb-v3000 (3000),BB,border-o1 – border-s2,Global,131.112.254.0/30,1,False,False
"•
        
    

131.112.254.6/31",Active,0,Global,0%,,,noc-10go-10gs (3100),BB,10g-gsic – 10g-setubi,Global,131.112.254.6/31,1,False,False
"•
        
    

131.112.254.8/30",Active,0,Global,0%,,,noc-bb-v3004 (3004),BB,core-o1 – border-o1 (OSPF for IPv6),Global,131.112.254.8/30,1,False,False
"•
        
    

131.112.254.12/30",Active,0,Global,0%,,,noc-bb-v3005 (3005),BB,core-o2 – border-o1 (OSPF for IPv6),Global,131.112.254.12/30,1,False,False
"•
        
    

131.112.254.16/30",Active,0,Global,0%,,,noc-bb-v3014 (3014),BB,core-o1 – border-o2,Global,131.112.254.16/30,1,False,False
"•
        
    

131.112.254.20/30",Active,0,Global,0%,,,noc-bb-v3015 (3015),BB,core-o2 – border-o2,Global,131.112.254.20/30,1,False,False
"•
        
    

131.112.254.32/30",Active,0,Global,0%,,,noc-bb-v3040 (3040),BB,core-o1 – core-o2,Global,131.112.254.32/30,1,False,False
"•
        
    

131.112.254.58/31",Active,0,Global,0%,,,noc-vr-coo1-boo1 (3404),BB,vr core-o1 – border-o1,Global,131.112.254.58/31,1,False,False
"•
        
    

131.112.254.62/31",Active,0,Global,0%,,,noc-vr-coo2-coo1 (3440),BB,vr core-o2 – core-o1,Global,131.112.254.62/31,1,False,False
"•
        
    

131.112.254.64/31",Active,0,Global,0%,,,noc-vr-cos1-coo1 (3450),BB,vr core-s1 – core-o1,Global,131.112.254.64/31,1,False,False
"•
        
    

131.112.254.66/31",Active,0,Global,0%,,,noc-vr-cos2-coo2 (3460),BB,vr core-s2 – core-o2,Global,131.112.254.66/31,1,False,False
"•
        
    

131.112.254.70/31",Active,0,Global,0%,,,noc-vr-coo2-boo1 (3415),BB,vr core-o2 – border-o1,Global,131.112.254.70/31,1,False,False
"•
        
    

131.112.254.72/31",Active,0,Global,0%,,,noc-vr-cos1-bos1 (3504),BB,vr core-s1 – border-s1,Global,131.112.254.72/31,1,False,False
"•
        
    

131.112.254.74/31",Active,0,Global,0%,,,noc-vr-cos2-bos1 (3514),BB,vr core-s2 – border-s1,Global,131.112.254.74/31,1,False,False
"•
        
    

131.112.254.76/31",Active,0,Global,0%,,,noc-vr-cos2-cos1 (3540),BB,vr core-s2 – core-s1,Global,131.112.254.76/31,1,False,False
"•
        
    

131.112.254.78/31",Active,0,Global,0%,,,noc-nat-co2-fg (3188),BB,nat core-o2 – fortigate,Global,131.112.254.78/31,1,False,False
"•
        
    

131.112.254.80/31",Active,0,Global,0%,,,noc-co2-fg (3189),BB,core-o2 – fortigate,Global,131.112.254.80/31,1,False,False
"•
        
    

131.112.254.82/31",Active,0,Global,0%,,,noc-bo1-fg (3179),BB,border-o1 – fortigate,Global,131.112.254.82/31,1,False,False
"•
        
    

131.112.254.108/30",Active,0,Global,0%,,,noc-bb-v3140 (3140),BB,,Global,131.112.254.108/30,1,False,False
"•
        
    

131.112.254.112/30",Active,0,Global,0%,,,noc-bb-v3050 (3050),BB,core-o2 – core-s2,Global,131.112.254.112/30,1,False,False
"•
        
    

131.112.254.128/30",Active,0,Global,0%,,,noc-co1-slbo1 (3160),BB,core-o1 – slb-o1,Global,131.112.254.128/30,1,False,False
"•
        
    

131.112.254.132/30",Active,0,Global,0%,,,noc-co2-slbo1 (3161),BB,core-o2 – slb-o1,Global,131.112.254.132/30,1,False,False
"•
        
    

131.112.254.136/30",Active,0,Global,0%,,,noc-crs1-slbs1 (3360),BB,core-s1 – slb-s1,Global,131.112.254.136/30,1,False,False
"•
        
    

131.112.254.144/30",Active,0,Global,0%,,,noc-bb-v3150 (3150),BB,,Global,131.112.254.144/30,1,False,False
"•
        
    

131.112.254.148/31",Active,0,Global,0%,,,noc-sinetvpn-coo1-cos1 (3142),BB,,Global,131.112.254.148/31,1,False,False
"•
        
    

131.112.254.150/31",Active,0,Global,0%,,,noc-sinetvpn-coo2-cos2 (3052),BB,core-o2 –[sinet-vpn]– core-s2,Global,131.112.254.150/31,1,False,False
"•
        
    

131.112.254.156/31",Active,0,Global,0%,,,noc-eventnat-bo1-sgwo2 (3183),BB,nat border-o1 – sgw-o2,Global,131.112.254.156/31,1,False,False
"•
        
    

131.112.254.158/31",Active,0,Global,0%,,,event-nat-bdr (3178),BB,,Global,131.112.254.158/31,1,False,False
"•
        
    

131.112.254.160/31",Active,0,Global,0%,,,noc-co1-sgwo2 (3170),BB,core-o1 – sgw-o2,Global,131.112.254.160/31,1,False,False
"•
        
    

131.112.254.162/31",Active,0,Global,0%,,,noc-co2-sgwo2 (3181),BB,core-o2 – sgw-o2,Global,131.112.254.162/31,1,False,False
"•
        
    

131.112.254.164/31",Active,0,Global,0%,,,noc-nat-co1-sgwo2 (3172),BB,nat core-o1 – sgw-o2,Global,131.112.254.164/31,1,False,False
"•
        
    

131.112.254.166/31",Active,0,Global,0%,,,noc-nat-co2-sgwo2 (3182),BB,nat core-o2 – sgw-o2,Global,131.112.254.166/31,1,False,False
"•
        
    

131.112.254.168/31",Active,0,Global,0%,,,noc-cs1-sgws2 (3175),BB,core-s1 – sgw-s2,Global,131.112.254.168/31,1,False,False
"•
        
    

131.112.254.170/31",Active,0,Global,0%,,,noc-cs2-sgws2 (3186),BB,core-s2 – sgw-s2,Global,131.112.254.170/31,1,False,False
"•
        
    

131.112.254.172/31",Active,0,Global,0%,,,noc-nat-cs1-sgws2 (3177),BB,nat core-s1 – sgw-s2,Global,131.112.254.172/31,1,False,False
"•
        
    

131.112.254.174/31",Active,0,Global,0%,,,noc-fw-untrust (3184),BB,Firewall untrust segment,Global,131.112.254.174/31,1,False,False
"•
        
    

131.112.254.174/31",Active,0,Global,0%,,,noc-nat-cs2-sgws2 (3187),BB,nat core-s2 – sgw-s2,Global,131.112.254.174/31,1,False,False
"•
        
    

131.112.254.176/31",Active,0,Global,0%,,,noc-bo1-co1-sgwo2 (3180),BB,border-o1 – core-o2 – sgw-o2,Global,131.112.254.176/31,1,False,False
"•
        
    

131.112.254.178/31",Active,0,Global,0%,,,noc-bo1-co2-sgwo2 (3171),BB,border-o1 – core-o2 – sgw-o2,Global,131.112.254.178/31,1,False,False
"•
        
    

131.112.254.180/31",Active,0,Global,0%,,,noc-bs1-cs1-sgws2 (3185),BB,border-s1 – core-s1 – sgw-s2,Global,131.112.254.180/31,1,False,False
"•
        
    

131.112.254.182/31",Active,0,Global,0%,,,noc-bs1-cs2-sgws2 (3176),BB,border-s1 – core-s2 – sgw-s2,Global,131.112.254.182/31,1,False,False
"•
        
    

131.112.254.184/31",Active,0,Global,0%,,,noc-nat-co1-co2 (3049),BB,"core-o1 – core-o2, VR-NAT",Global,131.112.254.184/31,1,False,False
"•
        
    

131.112.254.186/31",Active,0,Global,0%,,,noc-nat-co1-cs1 (3149),BB,nat core-o1 – core-o2,Global,131.112.254.186/31,1,False,False
"•
        
    

131.112.254.188/31",Active,0,Global,0%,,,noc-nat-co2-cs2 (3059),BB,"core-o2 – core-s2, VR-NAT",Global,131.112.254.188/31,1,False,False
"•
        
    

131.112.254.190/31",Active,0,Global,0%,,,noc-nat-cs1-cs2 (3159),BB,nat core-s1 – core-s2,Global,131.112.254.190/31,1,False,False
"•
        
    

131.112.254.200/31",Active,0,Global,0%,,,noc-bb-cos1-bos1 (3104),BB,core-s1 – border-s1,Global,131.112.254.200/31,1,False,False
"•
        
    

131.112.254.202/31",Active,0,Global,0%,,,noc-bb-cos2-bos1 (3105),BB,core-s2 – border-s1,Global,131.112.254.202/31,1,False,False
"•
        
    

131.112.254.204/30",Active,0,Global,0%,,,noc-bb-v3240 (3240),BB,,Global,131.112.254.204/30,1,False,False
"•
        
    

131.112.254.208/30",Active,0,Global,0%,,,noc-bb-v3051 (3051),BB,core-o2 – tamachi-1,Global,131.112.254.208/30,1,False,False
"•
        
    

131.112.254.216/31",Active,0,Global,0%,,,noc-bo1-10go-sgwo4 (3169),BB,border-o1 – 10g-gsic – sgw-o4,Global,131.112.254.216/31,1,False,False
"•
        
    

131.112.254.220/31",Active,0,Global,0%,,,noc-co1-10go-sgwo4 (3162),BB,core-o1 – 10g-gsic – sgw-o4,Global,131.112.254.220/31,1,False,False
"•
        
    

131.112.254.222/31",Active,0,Global,0%,,,noc-co2-10go-sgwo4 (3163),BB,core-o2 – 10g-gsic – sgw-o4,Global,131.112.254.222/31,1,False,False
"•
        
    

131.112.254.224/28",Active,0,Global,0%,,,j-kiban-3 (469),BRANCH,,Global,131.112.254.224/28,1,False,False
"•
        
    

131.112.254.252/30",Active,0,Global,0%,,,noc-bb-v3011 (3011),BB,SencerBox – border-o1 (nicter),Global,131.112.254.252/30,1,False,False
"•
        
    

131.112.255.140/30",Active,0,Global,0%,,,noc-crs2-slbs1 (3361),BB,core-s2 – slb-s1,Global,131.112.255.140/30,1,False,False
"•
        
    

131.112.255.216/30",Active,0,Global,0%,,,noc-co2-sgw (28),NOC,,Global,131.112.255.216/30,1,False,False
"•
        
    

131.112.255.220/30",Active,0,Global,0%,,,noc-fw-trust (3174),BB,Firewall trust segment,Global,131.112.255.220/30,1,False,False
"•
        
    

131.112.255.224/30",Active,0,Global,0%,,,noc-cs2-sgw (3028),BB,core-s2 – sgw-s2,Global,131.112.255.224/30,1,False,False
150.99.183.140/30,Active,0,Global,0%,,,peering-sinet-via-wide (2104),PEER,,,150.99.183.140/30,0,False,False
150.99.186.228/30,Active,0,Global,0%,,,peering-sinet-o (4),PEER,Peering segment to SINET,,150.99.186.228/30,0,False,False
172.20.1.64/26,Active,0,Global,0%,,,nr-8 (640),BRANCH,,Private,172.20.1.64/26,0,False,False
172.20.3.64/26,Active,0,Global,0%,,,nr-7 (779),BRANCH,,Private,172.20.3.64/26,0,False,False
172.20.5.0/26,Active,0,Global,0%,,,iri-1 (693),BRANCH,,Private,172.20.5.0/26,0,False,False
172.20.6.0/24,Active,0,Global,0%,,,t2r2-2 (534),BRANCH,,Private,172.20.6.0/24,0,False,False
172.20.7.0/24,Active,0,Global,0%,,,phys-1 (771),BRANCH,,Private,172.20.7.0/24,0,False,False
172.20.8.0/24,Active,0,Global,0%,,,cert-2 (532),BRANCH,,Private,172.20.8.0/24,0,False,False
172.20.10.0/24,Active,0,Global,0%,,,gsic-2 (993),BRANCH,,Private,172.20.10.0/24,0,False,False
172.20.11.0/26,Active,0,Global,0%,,,gsic-8 (955),BRANCH,,Private,172.20.11.0/26,0,False,False
172.20.11.64/26,Active,0,Global,0%,,,gsic-9 (954),BRANCH,,Private,172.20.11.64/26,0,False,False
172.20.11.128/26,Active,0,Global,0%,,,gsic-10 (953),BRANCH,,Private,172.20.11.128/26,0,False,False
172.20.13.0/24,Active,0,Global,0%,,,gsic-11 (928),BRANCH,,Private,172.20.13.0/24,0,False,False
172.20.14.0/26,Active,0,Global,0%,,,ryu-2 (823),BRANCH,,Private,172.20.14.0/26,0,False,False
172.20.14.64/26,Active,0,Global,0%,,,ryu-3 (822),BRANCH,,Private,172.20.14.64/26,0,False,False
172.20.14.128/25,Active,0,Global,0%,,,ryu-4 (821),BRANCH,,Private,172.20.14.128/25,0,False,False
172.20.16.0/24,Active,0,Global,0%,,,gsic.cc-3 (670),BRANCH,,Private,172.20.16.0/24,0,False,False
172.20.17.0/24,Active,0,Global,0%,,,gsic.cc-2 (684),BRANCH,,Private,172.20.17.0/24,0,False,False
172.20.18.0/24,Active,0,Global,0%,,,gsic.cc-6 (624),BRANCH,,Private,172.20.18.0/24,0,False,False
172.20.21.0/24,Active,0,Global,0%,,,sisetu.suido-o (631),BRANCH,,Private,172.20.21.0/24,0,False,False
172.20.22.0/24,Active,0,Global,0%,,,sisetu.denryoku-o (629),BRANCH,,Private,172.20.22.0/24,0,False,False
172.20.23.0/24,Active,0,Global,0%,,,rps-1 (852),BRANCH,,Private,172.20.23.0/24,0,False,False
172.20.24.0/24,Active,0,Global,0%,,,chemeng-1 (858),BRANCH,,Private,172.20.24.0/24,0,False,False
172.20.25.0/26,Active,0,Global,0%,,,ide-2 (840),BRANCH,,Private,172.20.25.0/26,0,False,False
172.20.25.64/26,Active,0,Global,0%,,,ide-3 (839),BRANCH,,Private,172.20.25.64/26,0,False,False
172.20.25.128/26,Active,0,Global,0%,,,ide-1 (920),BRANCH,,Private,172.20.25.128/26,0,False,False
172.20.25.192/26,Active,0,Global,0%,,,ens-1 (517),BRANCH,,Private,172.20.25.192/26,0,False,False
172.20.26.0/26,Active,0,Global,0%,,,sisetu.server (619),BRANCH,,Private,172.20.26.0/26,0,False,False
172.20.26.64/26,Active,0,Global,0%,,,sisetu.kanri (618),BRANCH,,Private,172.20.26.64/26,0,False,False
172.20.28.0/24,Active,0,Global,0%,,,ee-1 (843),BRANCH,,Private,172.20.28.0/24,0,False,False
172.20.29.0/24,Active,0,Global,0%,,,irds-3 (515),BRANCH,,Private,172.20.29.0/24,0,False,False
172.20.30.128/25,Active,0,Global,0%,,,gsic-15 (524),BRANCH,,Private,172.20.30.128/25,0,False,False
172.20.32.0/25,Active,0,Global,0%,,,hum-4 (782),BRANCH,,Private,172.20.32.0/25,0,False,False
172.20.32.128/25,Active,0,Global,0%,,,hum-10 (555),BRANCH,,Private,172.20.32.128/25,0,False,False
172.20.34.0/23,Active,0,Global,0%,,,gsic.vdi-2 (475),BRANCH,,Private,172.20.34.0/23,0,False,False
172.20.36.0/26,Active,0,Global,0%,,,ofc-3 (472),BRANCH,,Private,172.20.36.0/26,0,False,False
172.20.38.0/24,Active,0,Global,0%,,,dst-1 (765),BRANCH,,Private,172.20.38.0/24,0,False,False
172.20.42.0/24,Active,0,Global,0%,,,mono-2 (715),BRANCH,,Private,172.20.42.0/24,0,False,False
172.20.52.0/27,Active,0,Global,0%,,,gakuseisien-1 (647),BRANCH,,Private,172.20.52.0/27,0,False,False
172.20.54.0/24,Active,0,Global,0%,,,eng.annai (635),BRANCH,,Private,172.20.54.0/24,0,False,False
172.20.56.0/26,Active,0,Global,0%,,,eng-1 (886),BRANCH,,Private,172.20.56.0/26,0,False,False
172.20.57.0/24,Active,0,Global,0%,,,rps-2 (825),BRANCH,,Private,172.20.57.0/24,0,False,False
172.20.58.0/24,Active,0,Global,0%,,,t2r2-1 (799),BRANCH,,Private,172.20.58.0/24,0,False,False
172.20.59.0/24,Active,0,Global,0%,,,liberal-1 (682),BRANCH,,Private,172.20.59.0/24,0,False,False
172.20.64.0/26,Active,0,Global,0%,,,dst-3 (596),BRANCH,,Private,172.20.64.0/26,0,False,False
172.20.64.64/26,Active,0,Global,0%,,,dst-4 (595),BRANCH,,Private,172.20.64.64/26,0,False,False
172.20.64.128/26,Active,0,Global,0%,,,dst-5 (594),BRANCH,,Private,172.20.64.128/26,0,False,False
172.20.64.192/26,Active,0,Global,0%,,,dst-6 (593),BRANCH,,Private,172.20.64.192/26,0,False,False
172.20.65.0/26,Active,0,Global,0%,,,dst-7 (592),BRANCH,,Private,172.20.65.0/26,0,False,False
172.20.65.64/26,Active,0,Global,0%,,,dst-8 (591),BRANCH,,Private,172.20.65.64/26,0,False,False
172.20.65.128/26,Active,0,Global,0%,,,dst-9 (590),BRANCH,,Private,172.20.65.128/26,0,False,False
172.20.65.192/26,Active,0,Global,0%,,,dst-10 (589),BRANCH,,Private,172.20.65.192/26,0,False,False
172.20.66.0/26,Active,0,Global,0%,,,dst-11 (588),BRANCH,,Private,172.20.66.0/26,0,False,False
172.20.66.64/26,Active,0,Global,0%,,,dst-12 (587),BRANCH,,Private,172.20.66.64/26,0,False,False
172.20.66.128/26,Active,0,Global,0%,,,dst-13 (586),BRANCH,,Private,172.20.66.128/26,0,False,False
172.20.66.192/26,Active,0,Global,0%,,,dst-14 (585),BRANCH,,Private,172.20.66.192/26,0,False,False
172.20.67.0/26,Active,0,Global,0%,,,dst-15 (584),BRANCH,,Private,172.20.67.0/26,0,False,False
172.20.67.64/26,Active,0,Global,0%,,,dst-16 (583),BRANCH,,Private,172.20.67.64/26,0,False,False
172.20.67.128/26,Active,0,Global,0%,,,dst-17 (582),BRANCH,,Private,172.20.67.128/26,0,False,False
172.20.67.192/26,Active,0,Global,0%,,,dst-18 (581),BRANCH,,Private,172.20.67.192/26,0,False,False
172.20.68.0/26,Active,0,Global,0%,,,dst-19 (580),BRANCH,,Private,172.20.68.0/26,0,False,False
172.20.68.64/26,Active,0,Global,0%,,,dst-20 (579),BRANCH,,Private,172.20.68.64/26,0,False,False
172.20.68.128/26,Active,0,Global,0%,,,dst-21 (578),BRANCH,,Private,172.20.68.128/26,0,False,False
172.20.68.192/26,Active,0,Global,0%,,,dst-22 (577),BRANCH,,Private,172.20.68.192/26,0,False,False
172.20.69.0/26,Active,0,Global,0%,,,dst-23 (576),BRANCH,,Private,172.20.69.0/26,0,False,False
172.20.69.64/26,Active,0,Global,0%,,,dst-24 (575),BRANCH,,Private,172.20.69.64/26,0,False,False
172.20.69.128/26,Active,0,Global,0%,,,dst-25 (574),BRANCH,,Private,172.20.69.128/26,0,False,False
172.20.69.192/26,Active,0,Global,0%,,,dst-26 (573),BRANCH,,Private,172.20.69.192/26,0,False,False
172.20.70.0/26,Active,0,Global,0%,,,dst-27 (572),BRANCH,,Private,172.20.70.0/26,0,False,False
172.20.70.64/26,Active,0,Global,0%,,,dst-28 (571),BRANCH,,Private,172.20.70.64/26,0,False,False
172.20.70.128/26,Active,0,Global,0%,,,dst-29 (570),BRANCH,,Private,172.20.70.128/26,0,False,False
172.20.70.192/26,Active,0,Global,0%,,,dst-30 (569),BRANCH,,Private,172.20.70.192/26,0,False,False
172.20.71.0/26,Reserved,0,Global,0%,,,dst-31 (568),BRANCH,社会工学専攻 (予備),Private,172.20.71.0/26,0,False,False
172.20.71.64/26,Reserved,0,Global,0%,,,dst-32 (567),BRANCH,社会工学専攻 (予備),Private,172.20.71.64/26,0,False,False
172.20.71.128/26,Reserved,0,Global,0%,,,dst-33 (566),BRANCH,社会工学専攻 (予備),Private,172.20.71.128/26,0,False,False
172.20.71.192/26,Reserved,0,Global,0%,,,dst-34 (565),BRANCH,社会工学専攻 (予備),Private,172.20.71.192/26,0,False,False
172.20.72.0/24,Active,0,Global,0%,,,iidp-1 (523),BRANCH,,Private,172.20.72.0/24,0,False,False
172.20.80.0/22,Active,0,Global,0%,,,gsic.cc-12 (491),BRANCH,,Private,172.20.80.0/22,0,False,False
172.20.84.0/22,Active,0,Global,0%,,,gsic.cc-11 (492),BRANCH,,Private,172.20.84.0/22,0,False,False
172.20.255.0/24,Active,0,Global,0%,,,somu.ttf-kansihi-camera (845),BRANCH,,Private,172.20.255.0/24,0,False,False
172.21.5.0/24,Active,0,Global,0%,,,gakuseisien-4 (552),BRANCH,,Private,172.21.5.0/24,0,False,False
172.24.4.0/24,Active,0,Global,0%,,,rcltp-2 (546),BRANCH,,Private,172.24.4.0/24,0,False,False
172.24.5.0/24,Active,0,Global,0%,,,t2r2-4 (513),BRANCH,,Private,172.24.5.0/24,0,False,False
172.24.6.0/24,Active,0,Global,0%,,,mono-3 (645),BRANCH,,Private,172.24.6.0/24,0,False,False
172.24.15.0/24,Active,0,Global,0%,,,envpro-2 (601),BRANCH,,Private,172.24.15.0/24,0,False,False
172.24.16.0/22,Active,0,Global,0%,,,gsic.cc-10 (493),BRANCH,,Private,172.24.16.0/22,0,False,False
172.24.20.0/24,Active,0,Global,0%,,,sisetu.denryoku-s (628),BRANCH,,Private,172.24.20.0/24,0,False,False
172.24.21.0/24,Active,0,Global,0%,,,sisetu.suido-s (630),BRANCH,,Private,172.24.21.0/24,0,False,False
172.24.22.0/27,Active,0,Global,0%,,,gakuseisien-2 (646),BRANCH,,Private,172.24.22.0/27,0,False,False
172.24.23.0/24,Active,0,Global,0%,,,sisetu.air-con-s (620),BRANCH,,Private,172.24.23.0/24,0,False,False
172.24.24.0/22,Active,0,Global,0%,,,pi-5 (761),BRANCH,,Private,172.24.24.0/22,0,False,False
172.24.31.0/24,Active,0,Global,0%,,,kanshi-camera-s (897),BRANCH,,Private,172.24.31.0/24,0,False,False
172.24.32.0/19,Active,0,Global,0%,,,bio-12 (865),BRANCH,,Private,172.24.32.0/19,0,False,False
172.24.64.0/26,Active,0,Global,0%,,,es-7 (617),BRANCH,,Private,172.24.64.0/26,0,False,False
172.24.64.64/26,Active,0,Global,0%,,,es-8 (616),BRANCH,,Private,172.24.64.64/26,0,False,False
172.26.3.0/26,Active,0,Global,0%,,,bio-4 (973),BRANCH,,Private,172.26.3.0/26,0,False,False
172.26.3.128/26,Active,0,Global,0%,,,ep-2 (977),BRANCH,,Private,172.26.3.128/26,0,False,False
172.26.5.0/25,Active,0,Global,0%,,,ric-2 (918),BRANCH,,Private,172.26.5.0/25,0,False,False
172.26.7.0/24,Active,0,Global,0%,,,iir-4 (502),BRANCH,,Private,172.26.7.0/24,0,False,False
172.26.8.0/24,Active,0,Global,0%,,,sangaku-3 (498),BRANCH,,Private,172.26.8.0/24,0,False,False
172.28.0.0/22,Active,0,Global,0%,,,noc-daikou-in (328),NOC,,Private,172.28.0.0/22,0,False,False
172.29.0.0/21,Active,0,Global,0%,,,tokyotech-o (112),NOC,,"Private,Wi-Fi",172.29.0.0/21,0,False,False
172.29.24.0/21,Active,0,Global,0%,,,tokyotech-s (113),NOC,,"Private,Wi-Fi",172.29.24.0/21,0,False,False
172.30.0.0/16,Active,16,Global,0%,,,,NOC,,Private,172.30.0.0/16,0,False,False
